pitch-black, unnerving: 0.0
admirable, built-in: 0.0
microscopic, sultry: 0.270509475242
outnumbered, vice-chairperson: 0.0
bereft, boundless: 3.43728158615
finally, wacky: 0.608783900743
fewer, low-skilled: 0.0
non-binding, seductive: 0.0
psychological, subdued: 1.38741918495
inconspicuous, varied: 0.719308117172
loose, optimum: 0.272005555665
moreover, synergistic: 0.899552491136
elaborate, stone-cold: 0.0
big, discernable: 1.70342427683
pushy, remarkable: -0.13589863487
co-dependent, reyes-torrena: 0
complicated, heights: 0.269383150643
fatter, pray: 0.419920925477
forgotten, long-term: 0.0
prohibited, sleeping: 0.966434844832
glad, wondrous: 0.556511120119
tolerated, underfunded: 1.02226470066
fierce, gruesome: 1.48695103891
brand-new, so-called: 0
hurting, unjust: 1.73418899469
delusional, redundant: 1.55167967074
poorer, responsibility: 1.41414129896
arduous, intimate: 1.06247106569
faulty, insecure: 1.70675758179
apt, liquid: 0.239021391902
controversial, loverly: 0.011324468939
get, overlooked: 0.592759384753
obscure, respect: 0.447338366141
incalculable, random: 1.00113214443
eighth, sharper: 0.360582377008
hostile, tighter: 0.909943504513
jeopardized, well-structured: 0.0
pleased, wing: -0.229407952649
close, ten: 0.579667660641
kane, stir-crazy: 0.0
persistent, sacrilegious: 0.498378882402
indefensible, rampant: 1.78397529176
impressed, proprietary: -0.100109894392
disabled, rogue: 1.04309840719
concerted, handicapped: 0.498716121287
culpable, safest: 1.92100637127
sad, unsavory: 2.69947905166
15-year-old, emphasise: 0
defined, overall: 0.627815651659
slippery, uncanny: 2.7197492023
damp, well-positioned: 0.0
frail, ill-equipped: 0.0
certainly, responsible: 0.230890915292
acute, regardless: 0.259349476328
enhancing, synergistic: 3.33471506449
actively, smaller: 1.11059852159
predictable, uptight: 2.26781846255
annulled, gonna: 0.936855329075
non-existent, treasured: 0.0
damp, flourishing: 1.08289266391
distressing, obese: 2.5125258471
nonexistent, unethical: 2.05095076882
merciless, sorry: 1.29054046965
domestic, flat: 0.566153715538
famous, registered: 0.737007531248
erected, proactive: 0.539576809386
diligent, sparse: 1.15193820605
fatal, ineffectual: 1.29868162016
generalized, undeniable: 1.14711969224
crucial, proficient: 1.48453010709
humid, low: 1.64149774562
inadvisable, now: -0.108197819077
irresponsible, reduced: 0.589745731627
fertile, simply: 0.508600039325
becoming, co-ordinated: 0.0
occurring, remaining: 0.407152802872
earliest, maximal: 1.41501555483
advised, functionally: 0.165343065123
expressly, improved: 0.155608267173
allergic, forward-looking: 0.0
predictability, targeted: 0.718196634623
disagreeable, distant: 1.72307458931
distracting, startling: 1.36671141544
bro, freaky: 2.80922877046
inaudible, tougher: 0.189593409186
allowable, democratically: 0.300582770963
same, unresolved: 0.675092293883
unavailable, unhealthy: 0.211454181926
bulletproof, self-executing: 0.0
defenceless, max: 0.0
intelligent, longstanding: 0.255108949563
afflicted, handy: 0.682043107121
aggressive, reachable: 0.661344772751
thus, undisputable: 0.562201341196
fast, gratuitous: -0.253332690216
fullest, irrelevant: 0.126045337735
affirmative, unprofessional: 1.44799523529
ineffective, mum: 0.171479467061
forgotten, shocking: 1.61955254789
unchanged, unsavory: -0.101575033372
challenges, sober: 1.04776640349
entrenched, steady: 1.14151683798
respectable, unsure: 0.643839458337
demanding, meticulous: 1.16198633304
lovelier, southeast: 0.89610369135
customary, sounder: 0.576736746865
bi-directional, matched: 0.0
eighth, rising: 0.882895768165
doin, meticulous: 0.831241095221
fat, liquid: 2.23499673994
admirable, kidding: 1.156609509
encouraging, striking: 1.48468890198
becoming, now: 1.26989144383
female, thrilled: 0.132812980984
significant, surprising: 1.95443139376
darling, practically: 1.50205424886
other, social: 0.878152495007
firstly, move: 0.484964315794
palpable, shaking: 2.2910227049
completed, up-to-date: 0.0
shielded, wounded: 1.29675716624
lesser, uneconomic: 1.09448232715
increasing, irreconcilable: 0.479703069408
italian, sole: 0.579227862592
theoretical, unconditional: 0.906493514459
honourable, unsavory: 0.0
modernized, moronic: 0.484387810401
isolated, mainstream: 1.57402554695
fatter, idle: 1.63078471835
absent, deader: 1.36708939773
immovable, ironic: 0.353868618095
nationwide, wider: 1.59836069286
affected, viewable: 0.951992000913
bummed, ridonc: 0.0
relaxed, right: 0.981849202951
humiliating, subdued: 1.47132256571
concluded, irrelevant: 0.916084523416
grave, recognizing: 1.23659753508
clarify, generalized: 1.39450602225
due, indiscreet: -0.008941237546
coordinated, crystal-clear: 0.0
authorized, well-planned: 0.0
clear-cut, stone-cold: 0
mean, smooth: 0.438385330614
calming, compatible: -0.342976999704
incompetent, satisfactory: 2.19195438842
clear, pursuant: 1.18872667198
every, overdue: 0.758184523111
cruellest, pragmatic: 1.52527494971
coast, noteworthy: 0.107199655228
convinced, fast-growing: 0.0
indispensible, propitious: 1.59001688244
intentional, vast: 0.511194176504
indiscriminate, refrigerated: -0.234761921603
imperceptible, impossible: 3.17762672363
divided, multifaceted: 0.780115440593
butthead, self-aware: 0.0
concentrated, incongruous: 1.15184630582
unmistakable, zesty: 2.51874659075
bizarre, immovable: 1.40981593464
conservative, win: 0.936520716234
inviolable, moody: 0.210298077016
exemplary, gross: 0.843282438425
perplexed, today: 0.392177118114
mimi, prerequisite: 0.215261360115
deficient, holistic: 1.02700984085
secured, systematic: -0.549362584137
cold, old-timer: 0.0
high-availability, shipshape: 0.0
founded, perfect: 0.474439534728
denser, grass-roots: 0.0
switching, undisputable: -0.09700732902
own, rarely: 0.916996282432
irritable, subordinate: 1.42188339868
accelerated, exempt: 0.166480996506
indisposed, weakest: 0.992262094255
awareness-raising, genuine: 0.0
engagement, time-sensitive: 0.0
korean, little: 0.334997376481
cordial, pray: 1.23805147353
anticipated, proprietary: 0.761112189928
elected, trite: 0.362348896192
elongated, shared: -0.432647011111
egocentric, ill-equipped: 0.0
fifty, marvelous: 0.707312779605
sufficient, unsteady: 1.3212623583
fit, panicked: 0.380231938493
adaptive, prohibitive: 0.786324149728
distribution, lovely: 0.015784636783
centralized, tired: 0.62754583491
optimistic, single-ranked: 0.0
comprehensively, unhealthy: -0.096532337913
monthly, unproblematic: 0.516581719277
joyful, stuffed: 0.944955498965
hazardous, interoperable: 1.95325682493
concrete, generally: 0.315138188414
headstrong, indisputable: 0.530914016306
long, plenty: 1.33721966124
stepped-up, strange: 0.0
mortal, ridiculous: 1.28850514058
prettier, removed: 1.17867033838
bored, derisory: 1.42989984172
euphoric, sorry: 1.92579708526
internal, kind: 0.556506084949
exhaustive, urgently: 1.09458214209
presented, underage: -0.097256454108
higher, useless: 0.259344654381
knackered, reaily: 0.0
merciless, mistreated: 1.40808219211
cherry, yes: 0.704872278128
by-election, net: 0.0
constantly, glorious: 0.262024577935
improving, n'tunderstand: 0.0
direct, thin-skinned: 0.0
abreast, human: 0.21524268531
consequential, salient: 2.53043039673
better-looking, cooler: 0.0
handy, useable: 2.31895893986
darkest, inoperable: 1.39007225417
doin, impressed: 1.69343626429
helpless, regrettable: 1.57367045419
consolidated, fiine: 0.0
alright, explained: 1.0764837642
above-mentioned, brittle: 0.0
lonely, refundable: 0.563579962251
depressed, principale: 0.403841693335
disquieting, technological: 1.02620949146
skilled, small-time: 0.0
angry, instrumental: 0.21556364249
legality, worthy: 1.15545627367
blow, deliberate: 1.08514844116
horseshit, universal: 1.0765076657
now, practically: 1.10432305273
frank, moronic: 1.82058058964
kinda, slightly: 2.10445521127
former, hardworking: 1.01379044973
life-long, self-conscious: 0
kinky, over-optimistic: 0.0
moderately, stringent: 0.235208275605
explained, principale: 0.107861977177
awful, blended: 0.111952772435
fluent, nigh: 0.646772337399
included, parallel: 0.724145938494
buoyant, intentionally: -0.586663097523
losin, rarely: 0.492724819654
brain-dead, exemplary: 0.0
blurred, identical: 1.90081528421
fast-switched, inconclusive: 0.0
aforementioned, valuable: 0.215656022432
divine, visible: 1.07439421843
compensatory, inhumane: 0.926967949651
humiliated, permitted: 0.799058497691
daily, trite: 0.615629827212
terrifying, unanswered: 0.443926710416
doubtful, revealing: 0.788816135216
declared, distressed: 0.345272057191
scary, underway: 0.025239766906
lost, overloaded: 1.32689523536
celebrated, disappointed: 1.3918511473
blind, persistent: 0.783445639656
all-encompassing, huge: 0.0
destructive, flawed: 2.30893453274
outgoing, significant: 0.071426086999
bolder, happiest: 0.568048851381
2nd, enough: 0.062440920089
moderate, timid: 1.59880299719
anticipated, unbiased: 0.1016191658
fiercer, lean: 1.28203372915
added, uniform: 0.681101926837
girlie, oral: -0.245174235874
inappropriate, multidimensional: -0.109612912289
misused, rapidly: -0.229028432577
economical, managed: 0.784133175476
psychological, untrue: 0.90723991008
application, hiv-positive: 0.0
exact, pronounced: 0.576246998897
either, segregated: 0.737229419904
academic, equipped: 0.196273678473
counterproductive, lunatic: 2.58529244012
differing, pricey: 0.575355760237
fanta, modified: 0.060557072909
legally, sweeter: 0.283795620695
total, unacceptable: 1.15719669614
confidential, louder: -0.458314811524
exhilarating, maintained: -0.077912827958
puzzling, second: 0.409544920683
disconcerting, toasted: 0.559529098959
east, snarky: 0.164753972398
populous, professional: -0.276289540008
advertised, morbid: 0.50823426069
dumber, insulted: 3.55014330239
adopted, know: 0.319134634449
defenseless, dormant: 1.55875900778
flawless, horrid: 2.9145780047
luckier, virtually: -0.116915282906
drawn-out, sincere: 0.0
influential, retail: 0.527380637015
inoffensive, pathway: 0.55358069744
enough, exempt: 0.977795135091
existing, seamless: 1.37952024563
exact, southeast: -0.16949275003
managed, sobering: 0.11676007834
continual, intelligent: 1.40468367442
humiliated, sovereign: 1.3737455991
adopted, okay: 0.66597039909
application, generalised: 0.0
handling, nice-looking: 0.0
boundless, distinguished: 0.962251798744
competent, third: 0.371481347699
differing, propitious: 1.30795093281
rigorous, sealed: -0.173927779265
possibly, seductive: 0.252961842669
benign, concrete: 0.413767437199
inaudible, snappy: 1.00495734122
generic, reason: 0.347147436494
observant, rigid: 1.63566844926
immovable, single: 0.636498422635
brief, conscientious: 0.42619323083
around, intensive: -0.021002334617
state-run, ten: 0.0
automatic, meticulous: 0.690214389271
prime, vigilant: 0.4328969095
granted, win: 1.14520369548
naturalistic, so-called: 0.0
forgiving, punchy: 1.51272765077
foxy, precisely: 0.62812133247
correctly, thoughtful: 0.965895246735
results-oriented, rock: 0.0
elaborated, flawless: 0.690116160387
crummy, snarky: 2.74963456451
educational, unemployed: 0.829648456903
contained, heaviest: 0.619440837683
obsessed, urgent: 1.18667549071
continuous, immature: 0.046102338463
geek, possibly: 0.316441352305
unsolved, well-received: 0.0
integral, through: 0.474794426038
freaky, vast: 0.605742763351
actionable, cher: -0.834928247331
co-financed, flaccid: 0.0
batty, manifestly: 1.18037852243
delicious, succinct: 2.14424603752
happy, stay: 1.75616134553
countless, prevailing: 0.060111864572
germane, shy: 0.83894787451
accelerating, pervasive: 1.65942644482
familiar, material: 0.190958227313
live, planning: 0.556061147223
key, lasting: 0.802730024842
likable, permanent: 0.679851496204
early, nutty: 0.012735461413
admitted, superfluous: -0.367882497778
justifiable, valuable: 1.04531382221
increasing, stern: -0.057250256506
muchfor, untraceable: 0.0
intricate, multi-disciplinary: 0.0
glad, vague: 0.601849213434
doubt, screwed: 0.839847763833
permanent, subordinate: 0.497392674623
ju, unable: -0.088499879661
scaleable, sluggish: 0.263713555934
confidential, doable: 0.929413963921
strained, streamlined: 0.877966851481
simplifying, white: -0.058285087262
despicable, slick: 0.441178923784
insured, ripe: 0.598262579897
affixed, unprotected: 0.950054878308
frequent, scanty: 1.82155721102
baby-sitting, historical: 0.0
excited, explained: 1.53285004377
'sgoing, ever: 0.0
insignificant, standardized: 0.597032132481
quickly, unhurt: 1.63699307236
aligned, legit: 1.1357449161
allright, unsound: 1.07056449175
depraved, prohibitive: 0.245396879716
registered, settled: 1.66255921654
irrelevant, respectful: 1.60651081839
pleasurable, third: -0.108656132128
bulletproof, systemic: 0.174335886598
affordable, justified: 0.731350203497
interdisciplinary, worrying: -0.361544128552
clean, immovable: 0.22458840036
possible, yourself: 1.7183967287
indisputable, upright: 0.612290680347
crass, possible: 0.48965545888
better, multi-ethnic: 0.0
flexibility, nineteen: -0.205701376941
comprehensive, heavy-handed: 0.0
lost, smooth: 0.099646016829
brief, faulty: 0.319323115139
gloomy, virtually: 0.738263231445
preponderant, slight: 1.61000819881
earlier, perverse: 0.456313033077
knowledgeable, soothing: 1.79497605044
revised, unavailable: 0.924739815358
previously, scared: -0.040548816878
appealing, less-favoured: 0.0
narrow, splitting: 1.303948781
impeccable, reprehensible: 1.7560171956
annoying, ugly: 3.23992811855
grumpy, instead: 0.671134099336
foolproof, stipulated: 1.23347244191
needless, sacred: 1.6028532442
good, tight: 2.024857561
non-existent, unthinkable: 0.0
skilled, yeah: 0.470320967763
antagonistic, explained: 0.948270314074
hospitable, ideally: 0.453093405353
explosive, positive: 1.21523218845
gifted, underage: 0.96339711292
lucky, smug: 1.96840474163
debatable, unfilled: 0.299466348647
serious, unfavourable: 0.0
promising, rational: 0.542090672305
allergic, challenging: 0.123841501407
ail, stopped: 0.42916544334
alike, worrying: 0.700586593342
accuracy, turned: -0.122684294656
admitted, engaged: 1.36216463818
alternate, mideast: 0.257024161596
rock-hard, suspected: 0.0
ineligible, physical: 0.688311128502
dedicated, obscene: 0.043536955325
motivated, sunnier: 0.10859302451
richest, stand-alone: 0.0
authorised, sixth: 0.0
mandatory, unlocked: 0.03388899134
all, impenetrable: 0.772656968094
conceivable, enriching: 0.490535940574
aware, slow: 0.335816241418
grim, understand: 0.259504601951
alert, friends: 0.52648716567
muscovite, undisturbed: 1.62332430347
abusive, reyes-torrena: 0.0
dramatic, scarce: 0.577580881648
pathway, shorty: -0.238359456551
moot, untouched: 2.16430796793
business-friendly, naturally: 0.0
accessible, knowledgeable: 3.19119096647
unbalanced, virtuous: 1.68730049465
sell, smallest: 0.378542005618
afterwards, anywhere: 0.801209834272
explained, interlinked: 1.0377169113
self-sustaining, winning: 0.0
but, hurtin: 0.807191521317
defeated, helpful: -0.004020771438
rad, skilful: 0.50131428094
jolly, manufactured: -0.159313299664
a, differing: 0.0
progressive, self-governing: 0.0
15-year-old, profane: 0.0
closest, non: 0.46369816577
selective, unwarranted: 2.23557161581
anyway, reported: -0.120481498565
atrocious, living: 0.476617376409
opposed, treacherous: 0.200282113476
crowded, sound: 0.840629492484
diverse, much: 0.756698595108
lost, well-planned: 0.0
recognising, stupid-looking: 0
misleading, temporary: 0.351613641327
all-round, participants: 0.0
geographical, individual: 1.75261579759
compact, inoperable: 1.51974644893
legally, oriental: -0.439684656371
prohibited, vivid: 0.079303335069
sponsored, wrong: -0.499582523521
awol, vice-chairmen: 0.0
anti-constitutional, lookin: 0.0
armed, well-trained: 0.0
uniformed, uninsured: 1.85335282132
doctor, inconsequential: 0.246508418872
ioyal, jeopardized: 0.0
delayed, solid: 0.389186182054
fierce, true: 1.00903540991
dispersal, necessary: 0.529035044201
honest, updating: 0.346433640649
long-lasting, understanding: 0.0
individual, ineligible: 1.30694327753
balanced, interrelated: 1.94160823899
better-quality, environment: 0.0
short-term, unconscionable: 0.0
incomprehensible, peripheral: 0.852237930405
remaining, wet: 0.355863309854
alarmed, co-chairperson: 0.0
distinct, settled: 0.659269270349
lovely, unconvincing: 1.62702120097
handed, illegal: 1.31481616254
designed, non-exclusive: 0.0
concerned, unresolved: 2.26623245416
critical, granted: 0.251450215974
malignant, unaware: 0.714121680263
disquieting, domestic: 0.48545230538
democratic, stopped: 0.343311087924
glamorous, non-discriminatory: 0.0
proven, unconventional: 1.5330384756
insensitive, korean: 0.737959818022
henry, settled: -0.085140118193
named, performed: 1.47943784494
administered, unexpected: 0.150032039853
emphasise, spoilt: 0
around, nonsense: 0.4745561881
reported, representative: 0.683657635618
past, undisputable: 0.211116165861
unpleasant, unseen: 1.77970781653
effortless, restful: 3.24340743826
thought-out, willing: 0.0
thrilling, widening: 0.149837589019
interminable, multi-threaded: 0.0
problem, reason: 2.38418863227
henry, natural: 0.385945606586
multidimensional, telling: -0.134206262429
a-okay, sultry: 0.0
documented, simplifying: -0.068368088622
only, unwelcome: 0.498011729546
needless, steadfast: 0.798837817589
recommendable, worrying: 0.987853870154
leave, poorest: 1.17812969499
alone, condescending: 0.188624881868
effectively, unforeseeable: 0.83233496626
valued, very: 0.742613908123
state-of-the-art, therefore: 0.0
lucid, unconscionable: 0.0879616417
aging, elite: 1.24880955817
adapted, jumpy: 0.476429348364
entirely, tired: 0.518101805317
surely, treatable: 0.523677603894
sale, unharmed: 0.42211060525
accountability, implemented: 1.63238903967
mixed, well-targeted: 0.0
inaudible, self-explanatory: 0.0
busted, grievous: -0.136390794613
died, needy: 1.11764628722
degrading, foutu: 0.0
disciplined, environment-friendly: 0.0
endangered, nigeria: 0.127750581869
inter-related, vice-chair: 0
compatible, insincere: 0.76207397972
forthwith, obligatory: 1.67253610364
simillar, vice-chairperson: 0.0
disruptive, wacky: 1.39711780593
legendary, myself: 1.06254978721
ecologically, etc: 0.236876293039
confrontational, unspeakable: 0.46550112143
oral, terrorized: 0.068127551529
indebted, outstanding: 2.18070113463
innocents, virtually: 1.1347279952
proactive, unsatisfactory: 0.905341852224
else, regrettable: 0.798691997184
clearer, economically: 0.684290756812
adversarial, indian: 0.856477989407
creation, inalienable: 1.17745501569
limber, various: -0.008218836654
awestruck, helpless: 3.44610494318
disclosed, treble: -0.312781374974
darn, north-east: 0.0
illegal, west: 0.465184751095
fun-loving, immediately: 0.0
appalling, working: 0.676024962531
justification, thoroughly: 0.627583443384
abhorrent, mad: 2.08128859252
solemn, tailor-made: 0.0
certifiable, fixated: 1.84023213723
affixed, marked: 2.21261668775
innocuous, unavailable: 1.65536457916
flexibility, minuscule: -0.270418916796
large, middle: 0.756118013843
gay, newest: 0.6732149769
generalized, yet: 0.391792332097
bigger, careless: 0.320349431391
misleading, prepared: 0.662980201628
idiot, specialized: -0.160498240149
dire, sad: 2.79963788814
fullest, recurring: -0.137698340332
astonishing, earliest: 0.688035503021
regretful, social: 0.734743759619
cold, move: 0.432614477042
realisable, short-sighted: 0
elementary, pronounced: -0.178992316687
practical, vocational: 1.82702095013
colossal, tasty: 1.33020867675
frank, obscure: 1.17567602251
alternate, pervasive: -0.365325935764
depressed, varying: 0.643246852094
coming, self-serving: 0.0
amended, finished: 0.621874701013
brainless, personal: 0.201509359202
deeper, hence: 0.918372452667
definite, stimulating: 0.366780293096
profane, unsafe: 1.38676138491
extinct, inclusive: 0.789981127189
grievous, undamaged: 1.08727557327
clever, concerted: 1.7913384891
huh, iike: 0.0
deep-rooted, moot: 0.0
clear, successful: 0.81833695562
inevitable, soon: 1.52577607941
groovy, ice-cold: 0.0
cloudy, unconditional: -0.403653883885
adapted, southeastern: -0.091315626188
happiest, unjustifiable: 0.370054310753
classified, ourselves: -0.015803692219
opposed, staff: 0.213129844621
delayed, foreseeable: 1.05818665964
irregular, symbolic: 0.945777338825
busier, segregated: 0.432930230462
positioned, published: 0.072985285834
clear-cut, known: 0.0
eleven, neurotic: 0.019623772279
dynamic, impracticable: 0.493504952088
humane, immeasurable: 0.955150699686
bankrupt, comin: 0.429544451011
fanta, opportune: -0.177815122489
embarrassed, positive: 0.729578663894
cardinal, there: 0.724506898484
honored, phony: -0.257519429694
complements, overambitious: -0.31381307107
nervous, salute: -0.486892153375
ample, fun: 1.10192276739
sizeable, yo: -0.14502793327
doubt, receptive: 0.213783342209
advertised, oversensitive: 0.765533872579
lacklustre, time-consuming: 0
accessed, sufficient: 0.828925639545
non-exhaustive, patentable: 0.0
attentive, indisputable: 0.46427973034
christian, initially: -0.925149087324
darker, impractical: 0.662429664961
co-financed, long-lasting: 0
blurry, swearing: 1.28147400549
affirmative, multifocal: 1.18330124085
confident, hon: 0.71221705031
everybody, interim: 0.741100386891
regretful, remarkable: 1.49156370148
innocent, ma: 0.864596387495
frustrating, understanding: 0.397598136187
disconcerting, doable: 1.77289156281
formal, miniscule: 0.12227867503
phenomenal, swifter: 0.397458807881
adjusted, damp: 0.308916489228
dual, irritated: -0.11174202372
misleading, present: 0.54487579927
entitled, traumatic: 0.889996526795
integrating, pilot-tested: 0.0
psychotic, welcomed: -0.394997885167
imperceptible, merciless: 1.64884301205
conclusive, inclusive: 1.18044521282
actual, testy: -0.096725466169
booked, technically: 0.632400539316
brilliant, rebatable: 0.0
perfectly, really: 2.33946544187
enforceable, profound: 0.796888783434
cultural, manufactured: 0.060241705059
hooked, irritating: 1.23399433645
bold, considerable: 0.858363130443
fierce, worrisome: 0.781458596912
abolished, utopian: 1.71640978826
bulletproof, transient: 0.17045305387
private, repayable: 0.769397544354
scarce, single: 0.039354524648
first, well-suited: 0.0
deceptive, imrtant: 0.0
lonesome, requests: -0.067160958249
modest, simplistic: 1.43654331134
authentic, ill-treated: 0.0
self-sustaining, silly: 0.0
inactive, specialised: 0.0
aware, payable: 1.58707889843
extinct, odious: 1.10918005663
heartening, maximum: 0.226095488915
almost, set: 0.441640494439
bonnie, reinforcing: -0.010399052328
off, on: 1.59393081436
fat, seventh: 0.224044312954
looser, varying: 1.40758593276
dazzling, deprived: 0.808933333605
as, s-sorry: 0.0
abhorrent, life-long: 0.0
better-looking, populated: 0.0
cabbage, self-governed: 0.0
expedited, humbled: 0.74640420702
notably, widening: 0.076661269731
constrained, inspiring: 0.586164368455
mostly, us: 0.107728278535
conclusive, terrible: 1.12145923931
bonnie, smooth: 0.804952313424
stillborn, threaded: 0.333331734199
insupportable, substantive: 0.987712067186
cooperative, satisfied: 1.96867176523
considered, indecent: 0.53240225954
iegitimate, neurotic: 0.0
attainable, off-site: 0.0
aforesaid, hardto: 0.258820533764
self-sustainable, twelve: 0.0
-, relaxed: 0.0
calm, stunning: 0.671652212352
non-exhaustive, thick: 0.0
coherent, receivable: 0.731076132064
grass-roots, positioned: 0.0
burned, dead: 3.39322489895
newer, published: -0.125112430672
flavorful, oriental: 3.29412796024
clean, distracting: 0.862208595864
corresponding, heeded: 0.205964068033
self-supporting, sluggish: 0.0
ill, unsettled: 1.49495225872
disquieting, wished: 0.015601247354
alarming, disingenuous: 2.43286538466
lovelier, tentative: 0.747222728404
eco-friendly, loco: 0.0
defective, miniscule: 0.817747037741
enriching, scarce: 0.60063273858
discernible, domestic: 0.600881807655
dry, new: 0.4290532064
dependent, pure: 1.54461022314
actually, fifth: 0.463442571824
considerate, more: 1.06684022382
excitable, numerous: -0.044960077954
consultation, objective: 1.04794821121
considerate, onerous: 1.72392710938
gentle, impaired: 0.494912610887
pitiful, well-placed: 0.0
see-through, senior: 0.0
affixed, unheard-of: 0.0
-mentioned, dickish: 0.0
at, fatal: 0.297749606546
deductible, petrified: 0.086860863232
inadmissible, non-compensatory: 0.0
naturally, touching: 0.513955233841
korean, well-planned: 0.0
mobile, shameful: 0.291150952631
desperate, preferred: 0.482647968392
anonymous, welcoming: 0.838048546776
firstly, unfair: 0.639334133646
griet, recognizing: 0.0
deficient, overpriced: 3.57601402782
dark, reasoned: 0.150641731925
insulting, trippy: 0.752632403643
advanced, troubled: 0.438975361822
confusing, patent: 0.440087559695
north-east, same: 0.0
clever, simply: 1.52540570357
calculated, euphoric: 0.699493102459
firstly, long-lived: 0.0
follows, giant: 0.434556373567
insensitive, ordinary: 1.58132353593
invisible, trendy: 1.25941115888
freak, tenuous: 1.42417218372
dodgy, geographic: -0.593621360191
funky, unimportant: 0.343051387599
liberal, practicable: 0.93837683829
receptive, safeguarded: 0.606421545795
-lnteresting, willing: 0.0
daunting, irritating: 2.11301127614
recommendable, screened: 1.93612327177
blatant, eco-friendly: 0.0
beneficial, catastrophic: 1.47833199134
exempt, imprecise: 0.875753407163
blessed, marginalized: 1.92472895543
korea, twelve: 0.501726183075
cheap, life-threatening: 0.0
conducive, steady: 1.80515087065
embedded, lawful: 0.628617096848
cynical, one-sided: 0.0
belligerent, pitiful: 1.9795574104
specific, thriving: 0.179690916205
perpetual, troubling: 0.571214373014
distant, premature: 1.21371385637
desperate, legit: 1.44696426772
friendlier, valid: 0.831017476339
large, scientifically: -0.169604053804
immeasurable, promising: 0.560428155579
briiliant, cher: 0.0
displaced, trivial: -0.546481307256
inclusive, suited: 0.700218070549
productive, proportionate: 0.768526319722
flat, yes: 0.562637604369
open, violated: 0.900196493866
dotty, immoral: 1.55129777533
feasible, safer: 3.10005035095
farther, righteousness: 0.703132057683
realistic, unstable: 1.27509219216
inspiring, inter-connected: 0.0
brittle, contentious: 1.46827123122
no, thirds: 1.15426451567
cruel, listed: -0.197323509183
remarkable, thrilled: 2.49884165722
obliged, user-friendly: 0.0
good-iooking, like: 0.0
missing, non-specific: 0.0
stone-cold, trustworthy: 0.0
being, requested: -0.125365715441
essentially, rock: 0.323955243322
minimal, pro-choice: 0.0
smallest, unappy: 0.0
fraudulent, planning: 0.5088575733
funky, nosy: 1.64965035455
social, user-defined: 0.0
lifelong, state-run: 0.0
well-tolerated, wide-open: 0
lively, probably: 0.291114248478
better-looking, concluded: 0.0
ambitious, seamless: 0.727656190711
aggravated, ineligible: 2.73690034261
grisly, staff: 0.051474547334
15-year-old, reyes-torrena: 0
merciless, resistant: 1.29188844811
issue, meaningless: 0.867148545646
narrower, respected: 0.270426050805
careful, flicka: 0.0
charged, ill: 0.482458037383
outermost, pervasive: 0.740319445344
determining, unconscionable: 0.664715594237
six-year, worthy: 0.0
lengthier, ominous: 2.17663748994
fierce, immense: 2.42296013035
immediate, imported: 0.042315268911
upset, well-lit: 0.0
courageous, inter-related: 0.0
criminal, e.g.: 0.0
elongated, suicidal: 0.481927999801
establishment, saying: 0.247292305023
obsolete, unsuitable: 4.14648392647
rehearse, vigorous: 0.610194937143
problematical, well-written: 0.0
sturdy, tenuous: 1.90264532144
smaller, wished: 0.623284788252
fiine, finally: 0.0
berserk, stellar: 1.00799018077
shoot, subsidized: 0.149490216756
forward-looking, justification: 0.0
infeasible, most: 0.347181557637
dire, induced: 0.7554531955
executable, short-lived: 0.0
definitive, inexhaustible: 1.70486927858
highest, instead: 0.20712777455
orderly, sixteen: -0.200573947244
sunny, uninsured: 0.690674849287
darling, previously: -0.309334094642
off-putting, tenacious: 0.0
afterwards, well-controlled: 0.0
achievable, linked: 0.720087850395
financed, understand: 0.852701988442
better-educated, hardest: 0.0
braver, flexibly: 1.69800855081
aforementioned, high-tech: 0.0
counterfeit, saved: 0.63538733526
-ready, joyous: 0.0
miscellaneous, momentary: 1.46808228678
impartial, time-sensitive: 0.0
co-ordinated, plain: 0.0
condescending, exciting: 0.320874161781
cattled, meaner: 0.0
directly, pragmatic: 0.575007712516
agreed, despicable: 0.649418523168
frightening, minus: 0.775456482724
frail, whatever: -0.321009946343
bone-dry, degraded: 0.0
boring, relaxing: 2.28694553921
earliest, vast: 0.701220098894
seamless, work: 0.66644007757
appealing, hospitable: 2.24668826149
content, youth: 0.424936632068
authentic, baby-sitting: 0.0
heartening, sweetheart: -0.21617259405
hip, likely: 0.493400451125
brittle, shielded: 1.57511832563
novel, reason: -0.066522101876
formal, tiring: 0.409181422001
debatable, quieter: 0.790712865875
better-educated, understanding: 0.0
cross-border, specifically: 0.0
good, th-that: 0.0
well-coordinated, well-planned: 0
briefly, extant: -0.02888884976
dishonest, goal-oriented: 0.0
explained, reported: 1.48438402304
further, suicidal: 0.59427381315
certified, unanimous: 1.47875382792
grieved, mighty: 0.682356678
discernible, so-called: 0.0
prompt, unachievable: 0.734528842866
absurd, this: 0.748972080504
intact, representativeness: 0.684783674463
debate, inequitable: 0.995079549921
ping-pong, unhurt: 0.0
positively, transient: 1.00944252609
self-contained, valid: 0.0
likable, realistic: 2.24870141325
guys, popular: 0.070193707224
berserk, placed: -0.618343724022
idiots, unreasonable: 1.91907933616
fundamental, immature: 0.729025305759
judicious, predominantly: 0.677195382652
contradictory, pro-active: 0.0
creditable, pleasurable: 1.53210793463
